Geneid,SRR085474,SRR085473,SRR085726,SRR085471,SRR087416,SRR085725
TGM5,1,1,0,0,0,0
TGM6,0,0,0,0,0,0
TGM7,0,0,0,0,0,0
TGOLN2,65,4,1,28,10,76
TGOLN2_1,69,26,56,114,62,66
TGS1,79,24,79,84,85,96
TH,16,4,12,9,7,6
TH2LCRR,6,2,5,3,0,5
THADA,155,58,144,125,122,147
THAP1,43,4,38,47,52,52
THAP10,72,5,36,73,76,104
THAP11,283,65,237,299,185,226
THAP12,54,22,35,53,40,51
THAP2,62,11,58,61,92,127
THAP3,117,60,117,113,88,105
THAP3P1,6,2,4,4,1,3
THAP4,408,207,446,392,385,339
THAP5,114,8,64,123,111,166
THAP6,80,37,50,74,63,100
THAP7,157,123,206,177,137,141
THAP7-AS1,22,32,34,20,17,22
THAP8,74,37,80,87,67,50
THAP9,48,6,53,46,54,52
THAP9-AS1,94,26,71,118,104,123
THBD,39,2,35,46,19,35
THBS1,102,11,26,141,32,161
THBS1-IT1,0,0,0,0,0,1
THBS2,404,162,377,430,286,538
THBS2-AS1,17,7,14,7,7,9
THBS3,131,86,107,159,111,116
THBS3-AS1,40,41,24,51,30,28
THBS4,157,70,104,208,90,145
THBS4-AS1,5,2,10,6,3,4
THCAT155,55,5,22,52,25,73
THEM4,86,46,71,62,86,77
THEM5,34,1,15,28,18,15
THEM6,276,107,173,272,144,206
THEMIS,0,0,0,0,0,0
THEMIS2,115,33,132,100,106,105
THEMIS_1,0,0,0,0,0,0
THG1L,47,20,51,39,40,40
THNSL1,119,12,61,111,85,102
THNSL2,174,132,92,172,70,109
THOC1,96,77,169,105,180,114
THOC2,168,125,203,167,255,245
THOC3,21,3,28,23,20,23
THOC3-AS1,0,0,0,0,0,0
THOC5,230,55,128,211,150,177
THOC6,53,53,86,41,74,38
THOC7,180,35,141,176,149,156
THOC7-AS1,1,2,1,1,3,1
THOP1,685,355,602,620,519,635
THORLNC,1,0,0,0,0,0
THPO,36,15,29,43,25,22
THRA,2252,983,2314,2123,1786,1821
THRAP3,664,202,506,589,423,653
THRB,1071,168,762,891,646,614
THRB-AS1,3,2,4,0,3,1
THRB-AS2,0,1,2,3,2,0
THRIL,0,0,0,0,0,0
THRSP,2,1,1,1,4,7
THSD1,79,36,55,111,40,50
THSD4,115,37,42,125,28,146
THSD4-AS1,18,6,19,15,8,8
THSD4-AS2,1,0,0,0,1,1
THSD7A,170,19,30,151,35,130
THSD7B,8,0,8,14,7,4
THSD8,0,1,2,0,1,3
THTPA,304,107,264,325,220,181
THUMPD1,245,43,195,231,198,292
THUMPD2,38,15,52,37,63,82
THUMPD3,179,50,113,188,109,165
THUMPD3-AS1,87,24,74,74,92,55
THY1,2351,788,2192,2401,2121,1872
THYN1,286,86,313,266,322,245
TIA1,372,78,274,368,282,526
TIAL1,389,97,441,397,467,506
TIALD,0,0,0,0,0,0
TIAM1,639,137,437,680,345,2503
TIAM1-AS1,1,0,1,3,0,4
TIAM2,145,5,107,122,76,121
TICAM1,200,37,202,170,166,136
TICAM2,0,0,1,0,0,0
TICAM2-AS1,4,0,1,5,2,4
TICRR,11,1,0,7,4,8
TIE1,195,205,199,222,140,158
TIFA,35,8,39,34,35,76
TIFAB,0,0,0,1,0,2
TIGAR,158,54,84,161,139,132
TIGD1,22,6,24,19,20,19
TIGD2,32,2,16,31,15,51
TIGD3,31,3,29,35,20,39
TIGD4,6,0,1,1,0,7
TIGD5,0,0,0,0,0,0
TIGD5_1,0,0,0,0,0,0
TIGD6,52,18,47,47,30,53
TIGD7,54,21,75,68,67,80
TIGIT,0,0,0,3,1,0
TILAM,0,0,0,0,0,1
TILRLS,0,0,0,0,0,0
TIMD4,2,0,1,0,0,0
TIMELESS,49,34,71,39,64,73
TIMM10,149,51,166,195,136,117
TIMM10B,367,47,179,290,165,261
TIMM13,304,135,231,292,152,188
TIMM17A,317,66,185,369,243,284
TIMM17B,0,0,0,0,0,0
TIMM17B_1,0,0,0,0,0,0
TIMM21,167,45,190,163,175,164
TIMM22,0,0,0,0,0,0
TIMM22_1,0,0,0,0,0,0
TIMM22_2,0,0,0,0,0,0
TIMM23,225,60,188,224,215,175
TIMM23B,8,3,1,2,1,3
TIMM23B-AGAP6,1,0,0,0,0,0
TIMM29,99,21,97,94,69,72
TIMM44,195,137,363,187,268,181
TIMM50,433,133,353,480,338,365
TIMM8A,32,10,24,36,23,38
TIMM8B,99,27,85,134,83,78
TIMM9,78,21,83,92,93,88
TIMMDC1,248,73,223,301,227,237
TIMP1,80,132,201,102,186,222
TIMP2,1717,342,1280,1760,986,1299
TIMP3,1025,383,426,1127,323,911
TIMP4,35,21,19,38,14,198
TINAG,2,0,2,1,0,0
TINAG-AS1,0,0,0,0,0,0
TINAGL1,93,180,199,98,158,103
TINCR,76,23,84,90,38,49
TINF2,0,0,0,0,0,0
TINF2_1,0,0,0,0,0,0
TIPARP,169,20,114,154,83,222
TIPARP-AS1,3,1,3,1,1,2
TIPIN,24,6,19,17,20,30
TIPRL,290,39,160,345,222,291
TIRAP,39,13,24,44,28,48
TIRAP-AS1,8,4,9,9,11,7
TJAP1,444,240,529,422,409,322
TJP1,3,1,1,0,0,1
TJP1_1,0,0,0,0,0,0
TJP1_2,0,0,0,0,0,0
TJP2,649,124,567,601,374,692
TJP3,15,7,18,10,16,9
TK1,21,16,29,27,23,10
TK2,500,226,401,489,281,408
TKFC,269,50,124,222,103,174
TKT,981,382,1190,972,902,940
TKTL1,0,0,1,1,0,5
TKTL2,2,0,1,3,1,0
TLCD1,33,26,13,56,14,35
TLCD2,0,0,0,0,0,0
TLCD2_1,0,0,0,0,0,0
TLCD3A,105,35,60,108,48,99
TLCD3B,426,139,422,328,359,487
TLCD4,278,41,155,282,176,385
TLCD4-RWDD3,1,1,0,1,1,4
TLCD5,229,65,117,250,91,185
TLDC2,3,1,3,1,3,1
TLE1,363,142,230,378,211,204
TLE1-DT,6,0,0,3,0,1
TLE2,243,219,297,230,271,818
TLE3,375,137,323,310,285,273
TLE4,571,134,583,448,392,522
TLE5,1620,1330,1729,1617,1597,1621
TLE6,4,7,7,4,11,14
TLE7,0,0,0,0,0,0
TLK1,378,89,255,403,266,400
TLK2,89,40,94,91,87,89
TLL1,16,3,11,27,10,114
TLL2,87,18,33,80,36,50
TLN1,1145,720,1040,1170,783,1312
TLN2,1654,107,600,1425,511,977
TLNRD1,180,61,225,208,178,257
TLR1,30,13,22,33,19,41
TLR10,11,0,10,18,7,12
TLR2,19,7,66,19,65,56
TLR3,14,2,6,23,9,16
TLR4,194,68,131,210,89,150
TLR5,21,3,21,27,25,18
TLR6,22,8,21,14,13,14
TLR7,19,3,18,15,18,21
TLR8,3,1,0,3,0,1
TLR8-AS1,0,0,0,0,0,1
TLR9,14,19,69,5,62,25
TLX1,0,1,1,0,0,0
TLX1NB,0,0,0,0,0,0
TLX2,4,1,3,4,7,3
TLX3,1,1,0,0,0,34
TM2D1,101,15,64,147,65,89
TM2D2,277,41,223,290,211,238
TM2D3,491,84,399,469,379,380
TM4SF1,91,163,276,126,272,181
TM4SF1-AS1,1,0,0,1,0,0
TM4SF18,29,12,47,48,54,48
TM4SF18-AS1,0,0,0,0,0,0
TM4SF19,0,0,0,0,0,0
TM4SF19-AS1,4,0,0,4,0,2
TM4SF19-DYNLT2B,0,0,0,0,0,0
TM4SF20,2,0,4,2,0,0
TM4SF4,0,0,0,0,0,0
TM4SF5,0,0,0,0,0,0
TM6SF1,97,3,41,81,21,62
TM6SF2,8,7,8,2,8,10
TM7SF2,406,112,213,398,180,229
TM7SF3,410,79,198,372,225,291
TM9SF1,0,0,0,0,0,0
TM9SF1_1,0,0,0,0,0,0
TM9SF2,611,76,335,685,321,548
TM9SF3,851,185,495,850,487,901
TM9SF4,750,139,559,760,494,683
TMA16,35,3,13,36,15,41
TMA7,31,28,51,40,54,50
TMA7B,1,2,0,1,3,1
TMBIM1,586,325,571,589,375,615
TMBIM4,159,30,105,184,120,127
TMBIM6,1950,627,1419,2068,1296,1794
TMBIM7P,0,1,0,0,0,2
TMC1,11,8,8,9,2,2
TMC2,13,3,6,11,8,81
TMC3,7,0,2,2,5,8
TMC3-AS1,2,0,2,1,0,3
TMC4,0,0,0,0,0,0
TMC4_1,0,0,0,0,0,0
TMC4_2,0,0,0,0,0,0
TMC4_3,0,0,0,0,0,0
TMC4_4,0,0,0,0,0,0
TMC4_5,0,0,0,0,0,0
TMC4_6,0,0,0,0,0,0
TMC4_7,0,0,0,0,0,0
TMC4_8,0,0,0,0,0,0
TMC4_9,0,0,0,0,0,0
TMC5,3,3,7,13,7,5
TMC6,621,332,983,533,642,448
TMC7,182,30,100,170,93,137
TMC8,40,65,107,45,94,49
TMCC1,446,65,318,365,273,415
TMCC1-DT,38,2,31,37,42,31
TMCC2,1049,705,1599,977,1154,1293
TMCC2-AS1,0,2,6,1,11,2
TMCC3,369,96,235,324,158,297
TMCO1,273,61,156,287,204,289
TMCO1-AS1,5,3,3,3,1,5
TMCO2,0,0,0,0,1,0
TMCO3,331,145,232,368,169,359
TMCO4,41,11,16,47,18,21
TMCO5A,0,0,1,4,1,0
TMCO5B,0,1,0,0,0,0
TMCO6,79,23,51,45,46,76
TMDD1,2,2,0,4,0,1
TMED1,125,78,144,137,86,110
TMED10,725,154,581,804,499,788
TMED10P1,20,4,6,16,6,22
TMED11P,1,0,0,1,1,0
TMED2,536,76,393,507,362,488
TMED2-DT,5,1,1,8,4,5
TMED3,255,77,191,294,185,227
TMED4,577,103,329,532,276,526
TMED5,207,40,188,258,224,310
TMED6,5,2,6,4,2,3
TMED7,267,31,176,339,201,388
TMED7-TICAM2,0,0,0,0,0,0
TMED8,461,78,212,455,246,410
TMED9,495,240,496,426,389,340
TMEFF1,17,0,7,18,3,8
TMEFF2,469,102,360,498,331,280
TMEM100,34,5,11,55,13,23
TMEM101,157,71,157,169,113,119
TMEM102,0,0,0,0,0,0
TMEM102_1,0,0,0,0,0,0
TMEM104,254,112,168,224,121,220
TMEM105,0,1,0,1,0,1
TMEM106A,17,11,24,20,21,12
TMEM106B,348,43,176,419,191,640
TMEM106C,177,47,184,177,176,204
TMEM107,89,12,78,76,61,58
TMEM108,270,32,191,240,158,170
TMEM108-AS1,0,3,8,4,6,0
TMEM109,349,130,319,335,246,360
TMEM109-DT,3,0,3,2,1,2
TMEM11,169,57,188,153,142,125
TMEM11-DT,1,1,4,1,8,4
TMEM114,1,0,0,1,0,1
TMEM115,229,113,224,248,199,177
TMEM116,61,16,49,53,37,48
TMEM117,70,10,39,80,44,33
TMEM119,104,29,37,87,54,35
TMEM120A,219,204,236,235,202,169
TMEM120B,193,58,166,205,169,337
TMEM121,133,40,77,132,65,65
TMEM121B,429,47,197,389,191,204
TMEM123,330,79,209,370,210,378
TMEM123-DT,3,5,1,10,2,4
TMEM125,280,65,66,280,62,157
TMEM126A,103,23,106,106,94,94
TMEM126B,200,32,162,185,160,178
TMEM127,918,251,586,867,570,658
TMEM128,93,10,31,93,23,65
TMEM129,467,376,263,442,187,411
TMEM130,1911,313,1400,1864,1177,1368
TMEM131,0,0,0,0,0,0
TMEM131L,63,29,82,47,68,33
TMEM131_1,0,0,0,0,0,0
TMEM132A,1301,456,1105,1389,811,976
TMEM132B,1102,192,379,1121,380,580
TMEM132C,222,67,203,208,173,200
TMEM132D,555,24,168,497,158,175
TMEM132D-AS1,0,0,0,0,0,1
TMEM132D-AS2,0,0,0,0,0,0
TMEM132E,202,62,90,188,91,266
TMEM132E-DT,56,4,7,44,7,37
TMEM134,144,126,127,149,82,123
TMEM135,154,25,73,159,73,176
TMEM138,94,26,89,76,81,83
TMEM139,23,8,17,14,10,21
TMEM139-AS1,0,3,4,1,1,2
TMEM140,96,23,143,96,114,90
TMEM141,237,102,179,207,136,150
TMEM143,99,50,90,90,64,64
TMEM144,1033,126,458,1141,371,952
TMEM145,314,256,314,295,338,646
TMEM147,238,152,279,259,219,230
TMEM147-AS1,32,38,25,24,13,19
TMEM14A,193,22,178,211,174,178
TMEM14B,88,15,39,76,45,67
TMEM14B-DT,13,1,6,12,13,9
TMEM14C,0,0,0,0,0,0
TMEM14C_1,0,0,0,0,0,0
TMEM14EP,0,0,0,1,1,0
TMEM150A,85,75,122,74,85,81
TMEM150B,7,6,17,10,10,7
TMEM150C,356,36,120,333,148,203
TMEM151A,961,314,769,913,623,605
TMEM151B,1593,130,975,1355,695,1500
TMEM154,8,2,5,14,1,10
TMEM156,5,1,3,7,6,4
TMEM158,159,59,191,180,161,101
TMEM160,150,163,173,172,165,102
TMEM161A,149,96,193,136,147,117
TMEM161B,74,9,44,85,53,103
TMEM161B-DT,98,68,132,94,121,92
TMEM163,177,41,125,164,135,247
TMEM164,149,42,77,156,64,147
TMEM165,286,88,338,286,332,265
TMEM167A,428,85,276,463,259,515
TMEM167B,352,100,306,390,302,354
TMEM167B-DT,0,0,1,1,0,1
TMEM168,140,29,47,130,47,122
TMEM169,118,12,38,89,43,67
TMEM17,50,4,15,59,11,20
TMEM170A,142,53,133,180,105,167
TMEM170B,450,83,218,448,246,555
TMEM171,6,8,9,19,9,2
TMEM174,0,0,0,0,0,0
TMEM175,405,241,348,444,296,388
TMEM176A,117,59,124,102,72,98
TMEM176B,123,51,145,125,87,127
TMEM177,159,21,59,148,59,112
TMEM178A,573,212,693,565,657,860
TMEM178B,1179,82,302,923,299,628
TMEM179,0,0,0,0,0,0
TMEM179B,70,21,82,91,57,52
TMEM179_1,0,0,0,0,0,0
TMEM18,281,61,144,257,141,230
TMEM18-DT,1,1,0,0,4,1
TMEM181,571,101,283,542,302,410
TMEM182,14,2,18,23,15,29
TMEM183A,283,63,196,284,253,274
TMEM184A,1,1,1,3,1,4
TMEM184B,1281,763,1166,1239,962,979
TMEM184B-AS1,5,1,1,1,1,4
TMEM184C,270,29,124,223,125,230
TMEM184C-DT,2,0,2,0,4,4
TMEM185A,88,11,29,52,39,72
TMEM185B,245,74,171,258,139,199
TMEM186,78,31,79,95,79,57
TMEM187,57,40,50,59,37,43
TMEM19,270,67,139,304,166,242
TMEM190,1,2,0,0,1,5
TMEM191A,17,12,25,12,22,9
TMEM191B,2,1,2,2,1,3
TMEM191C,0,4,2,1,2,2
TMEM192,224,40,120,228,138,239
TMEM196,87,9,38,85,41,63
TMEM198,188,54,115,190,104,117
TMEM198B,123,47,82,121,52,102
TMEM199,183,30,129,154,139,106
TMEM200A,48,2,12,84,14,23
TMEM200B,20,1,13,16,10,61
TMEM200C,160,15,136,135,110,89
TMEM201,326,169,218,299,153,251
TMEM202,0,0,0,0,0,0
TMEM202-AS1,2,0,1,2,0,0
TMEM203,340,77,257,291,226,254
TMEM204,87,107,84,81,61,83
TMEM205,400,216,425,422,370,330
TMEM207,0,0,0,0,0,0
TMEM208,160,66,172,170,126,107
TMEM209,120,9,37,107,42,91
TMEM210,0,0,1,0,0,1
TMEM212,0,0,0,1,1,0
TMEM212-AS1,0,0,0,0,0,0
TMEM213,1,1,2,2,5,0
TMEM214,357,227,343,376,332,325
TMEM215,17,0,0,17,2,1
TMEM216,45,44,103,70,91,45
TMEM217,7,1,3,3,2,4
TMEM217B,0,0,0,0,0,0
TMEM218,46,12,50,72,34,51
TMEM219,399,388,481,445,368,341
TMEM220,41,11,12,46,14,32
TMEM220-AS1,5,1,2,3,1,2
TMEM221,50,25,48,67,26,28
TMEM222,451,279,378,466,343,374
TMEM223,98,22,86,87,64,60
TMEM225,0,0,0,0,0,0
TMEM225B,16,17,19,22,9,7
TMEM229A,57,23,86,73,85,54
TMEM229B,337,102,219,317,242,441
TMEM230,216,53,211,266,202,207
TMEM231,115,23,40,131,41,95
TMEM232,57,40,46,53,59,56
TMEM233,51,12,70,41,34,26
TMEM234,80,29,80,92,78,75
TMEM235,495,225,315,337,227,232
TMEM236,2,1,2,2,0,0
TMEM237,254,32,125,276,127,251
TMEM238,1,4,3,3,2,4
TMEM238L,0,1,10,0,6,2
TMEM239,0,0,1,0,0,0
TMEM240,182,97,242,145,151,137
TMEM241,90,4,34,107,35,54
TMEM242,259,35,245,276,229,252
TMEM242-DT,12,0,5,12,3,8
TMEM243,45,16,54,55,56,46
TMEM244,1,0,0,0,2,0
TMEM245,881,176,438,808,498,1019
TMEM246-AS1,2,2,2,2,3,3
TMEM247,0,0,0,0,0,0
TMEM248,708,215,562,759,473,713
TMEM249,0,0,0,0,0,0
TMEM249_1,0,0,0,0,0,0
TMEM25,605,132,495,604,481,605
TMEM250,439,222,397,410,305,320
TMEM252,3,0,0,2,0,7
TMEM252-DT,0,0,0,0,0,0
TMEM253,4,2,8,6,6,3
TMEM254,141,34,118,171,105,114
TMEM254-AS1,60,28,14,74,23,36
TMEM255A,71,9,50,61,35,92
TMEM255B,40,29,66,28,44,22
TMEM256,0,0,0,0,0,0
TMEM256-PLSCR3,0,0,0,0,0,0
TMEM256-PLSCR3_1,0,0,0,0,0,0
TMEM256_1,0,0,0,0,0,0
TMEM258,145,79,181,147,157,140
TMEM259,869,670,935,808,624,804
TMEM26,4,1,8,3,6,4
TMEM26-AS1,0,0,0,0,1,0
TMEM260,138,26,98,131,100,115
TMEM262,1,0,2,0,3,0
TMEM263,177,46,136,205,152,195
TMEM263-DT,10,3,11,19,8,16
TMEM265,27,82,89,39,74,56
TMEM266,84,30,58,94,67,240
TMEM267,55,12,40,61,50,55
TMEM268,701,84,366,618,374,357
TMEM269,3,0,3,4,6,6
TMEM269-DT,0,0,0,1,0,0
TMEM270,0,0,0,0,0,0
TMEM271,186,88,217,202,210,93
TMEM272,36,4,8,27,8,24
TMEM273,79,31,209,86,177,91
TMEM274P,3,0,0,3,3,1
TMEM275,8,4,11,5,3,3
TMEM276,97,130,143,114,128,90
TMEM276-ZFTRAF1,6,1,4,4,6,6
TMEM277P,5,2,5,9,5,5
TMEM30A,1404,236,858,1442,878,1587
TMEM30A-DT,3,3,3,4,3,2
TMEM30B,8,1,3,11,3,11
TMEM30CP,0,0,0,1,1,0
TMEM31,3,6,5,5,3,2
TMEM33,398,34,212,405,292,444
TMEM35A,474,47,271,445,257,432
TMEM35B,34,11,25,39,19,33
TMEM37,6,1,6,9,0,11
TMEM38A,560,106,269,536,271,329
TMEM38B,53,10,45,68,38,86
TMEM39A,77,27,82,83,70,104
TMEM39B,192,102,229,194,171,131
TMEM40,0,2,2,0,0,0
TMEM41A,161,57,115,170,120,148
TMEM41B,195,52,155,258,186,211
TMEM42,0,0,0,0,0,0
TMEM42_1,0,0,0,0,0,0
TMEM43,344,86,310,336,293,323
TMEM44,83,83,101,69,95,51
TMEM44-AS1,23,26,13,30,13,20
TMEM44-AS2,12,3,3,10,6,5
TMEM45A,20,5,7,23,16,7
TMEM45B,14,7,11,15,10,7
TMEM47,342,63,143,477,169,305
TMEM50A,514,125,405,505,412,393
TMEM50B,0,0,0,0,0,0
TMEM50B_1,0,0,0,0,0,0
TMEM51,40,13,60,59,43,78
TMEM51-AS1,6,2,7,7,4,47
TMEM51-AS2,0,0,0,0,1,0
TMEM52,11,10,13,14,6,8
TMEM52B,19,2,1,11,9,6
TMEM53,113,42,88,113,80,73
TMEM54,213,128,295,200,214,148
TMEM59,884,170,658,876,645,849
TMEM59L,1299,564,1268,1427,1087,1114
TMEM60,72,28,56,83,69,48
TMEM61,5,0,3,2,5,27
TMEM62,143,42,135,128,99,151
TMEM63A,1142,438,1116,861,732,739
TMEM63B,673,124,404,673,354,530
TMEM63C,464,118,299,406,338,658
TMEM64,105,10,71,112,61,133
TMEM65,367,51,160,356,219,339
TMEM67,40,11,26,56,24,49
TMEM68,82,13,48,91,45,75
TMEM69,75,18,51,85,59,54
TMEM70,201,18,188,217,217,170
TMEM71,9,2,0,8,5,1
TMEM72,0,2,0,2,0,5
TMEM72-AS1,18,3,5,15,4,17
TMEM74,122,21,35,84,41,100
TMEM74B,161,76,213,132,167,134
TMEM78,0,0,0,1,1,1
TMEM79,48,20,91,50,66,45
TMEM80,137,62,136,127,123,89
TMEM81,56,36,129,61,125,63
TMEM82,0,0,0,1,0,0
TMEM86A,91,12,18,60,20,43
TMEM86B,28,48,48,42,55,40
TMEM87A,287,61,286,332,233,262
TMEM87B,116,18,58,105,65,122
TMEM88,24,21,8,26,9,19
TMEM88B,831,419,511,716,402,525
TMEM89,0,0,0,1,1,0
TMEM8B,1131,250,565,1133,508,875
TMEM9,747,319,657,736,596,568
TMEM91,99,104,135,83,125,65
TMEM92,2,5,5,0,5,2
TMEM92-AS1,0,0,0,1,0,1
TMEM94,1182,596,878,1177,693,1037
TMEM95,0,0,0,0,0,0
TMEM95_1,0,0,0,0,0,0
TMEM97,145,16,96,128,96,126
TMEM98,274,73,374,318,274,239
TMEM9B,423,137,249,468,244,334
TMEM9B-AS1,15,2,10,11,8,15
TMF1,168,29,132,154,142,309
TMIE,95,42,91,79,65,58
TMIGD1,0,0,0,0,0,0
TMIGD2,8,3,6,15,6,3
TMIGD3,91,13,75,80,95,53
TMLHE,59,8,24,53,19,53
TMLHE-AS1,0,0,1,0,0,0
TMOD1,258,27,156,262,151,259
TMOD2,2733,492,1252,2311,1097,2440
TMOD3,135,34,136,134,139,169
TMOD4,5,4,6,5,2,3
TMPO,189,30,177,198,191,280
TMPO-AS1,9,1,2,8,3,9
TMPPE,31,3,17,21,8,37
TMPRSS11A,0,0,0,0,0,0
TMPRSS11B,0,0,0,0,0,0
TMPRSS11BNL,0,0,0,0,0,0
TMPRSS11D,0,0,0,0,0,1
TMPRSS11E,0,0,0,0,0,0
TMPRSS11E_1,0,0,0,0,0,0
TMPRSS11F,0,0,2,1,0,1
TMPRSS11GP,0,0,0,0,0,0
TMPRSS12,0,0,0,0,1,0
TMPRSS13,4,1,1,1,1,4
TMPRSS15,0,1,0,0,0,0
TMPRSS2,0,0,0,1,0,0
TMPRSS3,6,14,24,18,12,19
TMPRSS4,0,0,1,1,0,2
TMPRSS5,75,82,412,99,226,55
TMPRSS6,7,0,8,2,11,4
TMPRSS7,0,1,3,3,0,1
TMPRSS9,8,1,8,15,13,6
TMSB10,403,351,468,430,450,355
TMSB15A,1,0,5,0,1,2
TMSB15B,3,1,0,0,0,0
TMSB15B-AS1,4,1,3,2,3,5
TMSB15C,0,0,0,0,0,0
TMSB4X,89,77,98,98,95,87
TMSB4Y,25,5,11,34,9,19
TMT1A,396,51,201,405,154,305
TMT1B,23,40,30,10,28,14
TMTC1,360,41,215,331,222,361
TMTC2,442,78,285,365,175,418
TMTC3,117,38,117,112,116,190
TMTC4,420,63,306,367,231,335
TMUB1,187,222,266,143,194,139
TMUB2,416,149,344,395,305,315
TMX1,90,14,94,96,90,122
TMX2,315,67,193,319,225,237
TMX2-CTNND1,0,0,0,0,0,1
TMX3,293,55,185,322,228,393
TMX4,1110,176,425,1025,462,944
TMX4-AS1,2,1,0,2,2,1
TNC,170,14,13,126,11,166
TNF,0,0,0,0,0,0
TNFAIP1,640,143,404,608,340,487
TNFAIP2,139,30,98,155,61,103
TNFAIP3,77,3,24,46,22,35
TNFAIP6,14,2,10,12,5,6
TNFAIP8,8,4,9,7,14,5
TNFAIP8L1,354,161,291,359,313,224
TNFAIP8L2,18,12,25,22,29,11
TNFAIP8L2-SCNM1,0,0,0,0,0,0
TNFAIP8L3,120,25,95,120,95,75
TNFRSF10A,6,4,19,14,17,10
TNFRSF10A-DT,2,2,1,1,1,1
TNFRSF10B,53,42,125,61,129,65
TNFRSF10B-AS1,0,0,0,0,0,0
TNFRSF10C,4,1,2,0,1,2
TNFRSF10D,9,24,47,13,48,26
TNFRSF11A,77,6,28,82,35,29
TNFRSF11B,15,3,5,16,12,24
TNFRSF12A,5,15,32,2,19,15
TNFRSF13B,1,0,0,0,0,0
TNFRSF13C,29,3,2,47,4,19
TNFRSF14,0,0,0,0,0,0
TNFRSF14-AS1,0,0,0,0,0,0
TNFRSF14-AS1_1,0,0,0,0,0,0
TNFRSF14_1,0,0,0,0,0,0
TNFRSF17,0,2,0,0,0,0
TNFRSF18,14,13,15,7,8,9
TNFRSF19,24,3,22,31,17,21
TNFRSF1A,159,127,336,222,245,218
TNFRSF1B,79,98,111,100,113,135
TNFRSF21,693,60,352,654,311,559
TNFRSF25,119,126,309,128,350,394
TNFRSF4,1,13,23,5,18,4
TNFRSF6B,0,3,11,2,11,5
TNFRSF8,1,1,0,0,0,4
TNFRSF9,0,0,0,2,0,0
TNFSF10,33,7,23,44,32,30
TNFSF11,0,0,0,0,0,0
TNFSF12,185,210,259,185,199,157
TNFSF12-TNFSF13,0,0,0,0,0,0
TNFSF13,53,16,41,41,21,28
TNFSF13B,17,17,47,19,54,28
TNFSF14,1,0,0,1,1,1
TNFSF15,3,0,1,4,1,1
TNFSF18,4,0,3,7,5,6
TNFSF4,28,35,19,35,30,36
TNFSF8,9,0,2,4,5,5
TNFSF9,44,18,47,43,48,35
TNF_1,0,0,0,0,0,0
TNF_2,0,0,0,0,0,0
TNF_3,0,0,0,0,0,0
TNF_4,0,0,0,0,0,0
TNF_5,0,0,0,0,0,0
TNF_6,0,0,0,0,0,0
TNF_7,0,0,0,0,0,0
TNIK,761,175,301,680,256,543
TNIP1,418,282,451,402,380,383
TNIP2,80,136,196,74,126,91
TNIP2P1,6,4,2,2,2,2
TNIP3,7,1,2,7,1,2
TNK1,0,0,0,0,0,0
TNK1_1,0,0,0,0,0,0
TNK2,1718,1172,2029,1623,1883,1543
TNK2-AS1,57,42,78,26,52,48
TNKS,2,0,0,0,0,0
TNKS1BP1,536,364,537,501,452,408
TNKS2,550,83,332,452,305,635
TNKS2-DT,5,2,2,4,1,2
TNKS_1,2,0,1,2,2,5
TNMD,0,0,0,0,1,0
TNN,6,3,5,7,0,6
TNNC1,6,5,2,3,7,11
TNNC2,16,15,40,9,27,10
TNNI1,0,0,0,0,1,0
TNNI2,0,0,0,0,0,0
TNNI2_1,0,0,0,0,0,0
TNNI3,10,3,3,6,8,0
TNNI3K,0,1,0,0,0,0
TNNT1,49,43,30,81,31,25
TNNT2,85,109,133,53,143,63
TNNT3,0,0,0,0,0,0
TNNT3_1,0,0,0,0,0,0
TNP1,0,0,0,0,1,0
TNP2,0,0,0,0,0,0
TNPO1,283,103,305,408,299,569
TNPO1-DT,3,0,3,6,2,1
TNPO2,2063,610,1318,1873,1068,1726
TNPO3,496,114,382,417,368,449
TNR,1649,248,655,1475,585,1505
TNRC17,10,5,13,9,26,7
TNRC18,693,270,526,611,502,761
TNRC18P1,3,1,2,1,1,8
TNRC6A,4,6,9,2,11,7
TNRC6A_1,0,0,0,0,0,0
TNRC6B,748,213,539,563,493,821
TNRC6B-DT,0,0,1,1,3,0
TNRC6C,702,350,711,592,617,762
TNS1,980,1006,1128,888,780,1091
TNS1-AS1,1,0,0,0,0,0
TNS2,569,718,939,636,695,711
TNS2-AS1,116,124,89,87,35,68
TNS3,879,752,423,1081,317,614
TNS4,2,0,0,0,0,0
TNXA,0,0,0,0,0,0
TNXA_1,0,0,0,0,0,0
TNXA_2,0,0,0,0,0,0
TNXA_3,0,0,0,0,0,0
TNXB,0,0,0,0,0,0
TNXB_1,0,0,0,0,0,0
TNXB_2,0,0,0,0,0,2
TNXB_3,0,0,0,0,0,1
TNXB_4,0,0,0,0,0,0
TNXB_5,0,0,0,0,0,0
TNXB_6,0,0,0,0,0,0
TNXB_7,0,0,0,0,0,0
TOB1,267,102,259,307,252,249
TOB1-AS1,38,10,42,26,31,22
TOB2,593,149,569,605,406,855
TOB2P1,1,3,0,3,0,7
TODL,0,0,0,0,0,0
TOE1,73,19,65,76,50,68
TOGARAM1,423,38,200,340,193,406
TOGARAM2,34,6,32,34,32,38
TOLLIP,0,0,0,0,0,0
TOLLIP-DT,0,0,0,0,0,0
TOLLIP-DT_1,0,0,0,0,0,0
TOLLIP_1,0,0,0,0,0,0
